id,link,brand,name,remark,variant,sold_out,on_crawl,is_active,price_reference,price_current,discount_rate,cpu,gpu,ram,ram_type,ssd,window,screen_size,screen_type,portability,display,cpu_style,weight,battery,Unnamed: 25,market,lasust_update,last_update,benefit_count
,https://www.coupang.com/vp/products/9074269633?itemid=26652309626&vendoritemid=93624824750,acer,"니트로 16 슬림, R7 350/5070",,,,1.0,1.0,210.0,218.9,4.2,R7 350,5070,32.0,dual,1024.0,0.0,16.0,,5.0,7.0,0.0,,,,쿠팡,,2026-04-17 00:07,4.0
,https://www.coupang.com/vp/products/9234391064?itemid=27300437532&vendoritemid=94266985637,acer,"니트로 18, R7 350/5060",,,,1.0,1.0,180.0,209.9,16.6,R7 350,5060,32.0,dual,1024.0,0.0,18.0,,1.0,7.0,0.0,,,,쿠팡,,2026-04-17 00:15,4.0
,https://www.coupang.com/vp/products/9200481145?itemid=27164469297&vendoritemid=94132178204,acer,"니트로 18, R7 350/5070",,,,1.0,1.0,200.0,228.9,14.5,R7 350,5070,32.0,dual,1024.0,0.0,18.0,,1.0,7.0,0.0,,,,쿠팡,,2026-04-17 00:22,4.0
,https://www.coupang.com/vp/products/9205272622?itemid=27183962156&vendoritemid=94151511891,acer,"니트로 V 16 슬림, R7 260/5060",,,,1.0,1.0,135.0,221.253,63.9,R7 260,5060,16.0,single,512.0,0.0,16.0,,6.0,7.0,0.0,,,,쿠팡,,2026-04-17 00:28,0.0
,https://www.coupang.com/vp/products/8904297554?itemid=26003982478&vendoritemid=92986077906,acer,"헬리오스 네오 16 슬림, U9 275HX/5060",,,,1.0,1.0,210.0,219.9,4.7,U9 275HX,5060,32.0,dual,1024.0,0.0,16.0,,6.0,9.0,1.0,,,,쿠팡,,2026-04-17 00:35,4.0
,https://www.coupang.com/vp/products/8880588148?itemid=25917512831&vendoritemid=92903064695,acer,"헬리오스 네오 16, U9 275HX/5070",,,,1.0,1.0,230.0,223.8,-2.7,U9 275HX,5070,32.0,dual,1024.0,0.0,16.0,,3.0,8.0,1.0,,,,쿠팡,,2026-04-17 00:41,4.0
,https://www.coupang.com/vp/products/8882397835?itemid=25923808163&vendoritemid=92909249701,acer,"헬리오스 네오 16, U9 275HX/5070 Ti",,,,1.0,1.0,270.0,306.399,13.5,U9 275HX,5070 Ti,32.0,dual,1024.0,0.0,16.0,,3.0,8.0,1.0,,,,쿠팡,,2026-04-17 00:49,2.0
,https://www.coupang.com/vp/products/8971714769?itemid=26258100341&vendoritemid=93236465468,acer,"헬리오스 네오 18, U9 275HX/5070 Ti",,,,1.0,1.0,285.0,297.899,4.5,U9 275HX,5070 Ti,32.0,dual,1024.0,0.0,18.0,,1.0,8.0,1.0,,,,쿠팡,,2026-04-17 00:58,4.0
,https://www.coupang.com/vp/products/8733078928?itemid=25376712122&vendoritemid=92370774835,asus,"ROG 스트릭스 G16, R9 9955HX3D/5070 Ti",프리도스,1.0,,1.0,1.0,280.0,304.9,8.9,R9 9955HX3D,5070 Ti,16.0,single,1024.0,0.0,16.0,,2.0,8.0,1.0,,,,쿠팡,,2026-04-17 01:06,4.0
,https://www.coupang.com/vp/products/8733078928?itemid=25777643455&vendoritemid=92765623467,asus,"ROG 스트릭스 G16, R9 9955HX3D/5070 Ti",win11,2.0,,1.0,1.0,285.0,304.9,7.0,R9 9955HX3D,5070 Ti,16.0,single,1024.0,0.0,16.0,,2.0,8.0,1.0,,,,쿠팡,,2026-04-17 01:13,4.0
,https://www.coupang.com/vp/products/8721382195?itemid=25333537099&vendoritemid=92328320231,asus,"ROG 스트릭스 G16, U9 275HX/5080",,,,1.0,1.0,400.0,414.9,3.7,U9 275HX,5080,32.0,dual,1024.0,0.0,16.0,,2.0,8.0,1.0,,,,쿠팡,,2026-04-17 01:21,4.0
,https://www.coupang.com/vp/products/8790276970?itemid=25584164030&vendoritemid=92575058855,asus,"ROG 스트릭스 G18, U9 275HX/5070",,,,1.0,1.0,240.0,298.966,24.6,U9 275HX,5070,32.0,dual,1024.0,0.0,18.0,,1.0,8.0,1.0,,,,쿠팡,,2026-04-17 01:28,4.0
,https://www.coupang.com/vp/products/8792486494?itemid=25592949982&vendoritemid=92583699379,asus,"ROG 스트릭스 G18, U9 275HX/5070 Ti",,,,1.0,1.0,285.0,354.83,24.5,U9 275HX,5070 Ti,32.0,dual,1024.0,0.0,18.0,,1.0,8.0,1.0,,,,쿠팡,,2026-04-17 01:35,4.0
,https://www.coupang.com/vp/products/8852815391?itemid=25809161282&vendoritemid=92796439383,asus,"TUF A14, R7 260/5060",512GB,1.0,2.0,1.0,1.0,198.0,,,R7 260,5060,32.0,onboard,512.0,0.0,14.0,,9.0,6.0,0.0,,,,쿠팡,,,
,https://www.coupang.com/vp/products/8952675716?itemid=26188751314&vendoritemid=93168176760,asus,"TUF A14, R7 260/5060",1TB,2.0,,1.0,1.0,205.0,348.47,70.0,R7 260,5060,32.0,onboard,1024.0,0.0,14.0,,9.0,6.0,0.0,,,,쿠팡,,2026-04-17 02:05,0.0
,https://www.coupang.com/vp/products/8899002151?itemid=25984595232&vendoritemid=92967046664,asus,"TUF A14, R7 350/5060",,,,1.0,1.0,215.0,267.8,24.6,R7 350,5060,32.0,onboard,1024.0,0.0,14.0,,9.0,6.0,0.0,,,,쿠팡,,2026-04-17 02:10,0.0
,https://www.coupang.com/vp/products/8853447738?itemid=25811877071&vendoritemid=92799026566,asus,"TUF A16, R7 260/5050",,,,1.0,1.0,145.0,151.8,4.7,R7 260,5050,16.0,single,512.0,0.0,16.0,,6.0,4.0,0.0,,,,쿠팡,,2026-04-17 02:16,4.0
,https://www.coupang.com/vp/products/8774172630?itemid=25524523223&vendoritemid=92516319080,asus,"TUF A16, R7 260/5060",,,,1.0,1.0,165.0,179.9,9.0,R7 260,5060,16.0,single,512.0,0.0,16.0,,6.0,4.0,0.0,,,,쿠팡,,2026-04-17 02:22,0.0
,https://www.coupang.com/vp/products/8783926143?itemid=25559511189&vendoritemid=92550827920,asus,"TUF A16, R7 260/5060 WQXGA",,,,1.0,1.0,170.0,172.4,1.4,R7 260,5060,16.0,single,512.0,0.0,16.0,,6.0,6.0,0.0,,,,쿠팡,,2026-04-17 02:28,4.0
,https://www.coupang.com/vp/products/8775686288?itemid=25530075131&vendoritemid=92521813430,asus,"TUF A16, R9 8940HX/5070 WQXGA",,,,1.0,1.0,190.0,212.9,12.1,R9 8940HX,5070,16.0,single,512.0,0.0,16.0,,5.0,6.0,1.0,,,,쿠팡,,2026-04-17 02:36,4.0
,https://www.coupang.com/vp/products/8899002146?itemid=25984595201&vendoritemid=92967046632,asus,"TUF A18, R7 260/5050",,,,1.0,1.0,160.0,153.052,-4.3,R7 260,5050,16.0,single,512.0,0.0,18.0,,1.0,4.0,0.0,,,,쿠팡,,2026-04-17 02:42,4.0
,https://www.coupang.com/vp/products/8773992950?itemid=25523735423&vendoritemid=92515547957,asus,"TUF A18, R7 260/5060",,,,1.0,1.0,180.0,186.9,3.8,R7 260,5060,16.0,single,512.0,0.0,18.0,,1.0,4.0,0.0,,,,쿠팡,,2026-04-17 02:50,4.0
,https://www.coupang.com/vp/products/8835398704?itemid=25746757768&vendoritemid=92735093516,asus,"TUF A18, R7 260/5070",,,,1.0,1.0,200.0,203.855,1.9,R7 260,5070,16.0,single,512.0,0.0,18.0,,1.0,4.0,0.0,,,,쿠팡,,2026-04-17 02:56,4.0
,https://www.coupang.com/vp/products/9167902430?itemid=27014590927&vendoritemid=93983227395,asus,"TUF F16, i5 14450HX/5050",,,,1.0,1.0,140.0,141.9,1.4,i5 14450HX,5050,16.0,single,512.0,0.0,14.0,,5.0,4.0,1.0,,,,쿠팡,,2026-04-17 03:03,0.0
,https://www.coupang.com/vp/products/8835024384?itemid=25745774086&vendoritemid=92734130287,asus,"TUF F16, i7 14650HX/5060 WQXGA",,,,1.0,1.0,165.0,272.5,65.2,i7 14650HX,5060,16.0,single,512.0,0.0,14.0,,5.0,6.0,1.0,,,,쿠팡,,2026-04-17 03:08,0.0
,https://www.coupang.com/vp/products/8982779083?itemid=26301942628&vendoritemid=93279668232,asus,"TUF F16, i7 14650HX/5070 WQXGA",,,,1.0,1.0,185.0,208.9,12.9,i7 14650HX,5070,16.0,single,512.0,0.0,14.0,,5.0,6.0,1.0,,,,쿠팡,,2026-04-17 03:14,4.0
,https://www.coupang.com/vp/products/9395836180?itemid=27904531391&vendoritemid=94863309099,gigabyte,"에어로 X16, R7 350/5060",16GB 램,1.0,,1.0,1.0,180.0,365.0,102.8,R7 350,5060,16.0,dual,512.0,0.0,16.0,,8.0,6.0,0.0,190.0,76.0,,쿠팡,,2026-04-17 03:18,0.0
,https://www.coupang.com/vp/products/8938802218?itemid=26137504736&vendoritemid=93117664782,gigabyte,"에어로 X16, R7 350/5060",32GB 램,2.0,,1.0,1.0,195.0,229.9,17.9,R7 350,5060,32.0,dual,512.0,0.0,16.0,,8.0,6.0,0.0,190.0,76.0,,쿠팡,,2026-04-17 03:24,0.0
,https://www.coupang.com/vp/products/7685542307?itemid=19025582401&vendoritemid=86149803397,hp,"빅터스 16, i5 13500HX/4060",,,,1.0,1.0,125.0,132.998,6.4,i5 13500HX,4060,16.0,dual,512.0,0.0,16.0,,3.0,4.0,1.0,,,,쿠팡,,2026-04-17 03:31,0.0
,https://www.coupang.com/vp/products/8677554106?itemid=25190830588&vendoritemid=92187575667,hp,"빅터스 16, i5 14450HX/4060",,,,1.0,1.0,130.0,139.7,7.5,i5 14450HX,4060,16.0,dual,512.0,0.0,14.0,,3.0,4.0,1.0,,,,쿠팡,,2026-04-17 03:36,0.0
,https://www.coupang.com/vp/products/9325824364?itemid=27736313139&vendoritemid=94697490099,hp,"오멘 15, i5 14450HX/5060",,,,1.0,1.0,180.0,194.463,8.0,i5 14450HX,5060,24.0,single,1024.0,0.0,14.0,,4.0,6.0,1.0,,,,쿠팡,,2026-04-17 03:44,2.0
,https://www.coupang.com/vp/products/8826112134?itemid=25719163101&vendoritemid=92707939317,hp,"오멘 16, R7 350/5060",,,,1.0,1.0,200.0,197.0,-1.5,R7 350,5060,32.0,dual,512.0,0.0,16.0,,3.0,7.0,0.0,,,,쿠팡,,2026-04-17 03:49,0.0
,https://www.coupang.com/vp/products/8837462423?itemid=25754178542&vendoritemid=92742426422,hp,"오멘 16, R9 8940HX/5060",,,,1.0,1.0,200.0,219.9,9.9,R9 8940HX,5060,32.0,dual,1024.0,0.0,16.0,,3.0,7.0,1.0,,,,쿠팡,,2026-04-17 03:54,0.0
,https://www.coupang.com/vp/products/9277699361?itemid=27465445395&vendoritemid=94430699317,hp,"오멘 16, U7 255H/5060",,,,1.0,1.0,185.0,187.9,1.6,U7 255H,5060,24.0,single,1024.0,0.0,16.0,,3.0,7.0,0.0,,,,쿠팡,,2026-04-17 04:00,0.0
,https://www.coupang.com/vp/products/8941557079?itemid=26148695560&vendoritemid=93128696273,hp,"오멘 17, R7 350/5060",,,,1.0,1.0,210.0,229.9,9.5,R7 350,5060,32.0,dual,512.0,0.0,17.3,,1.0,7.0,0.0,,,,쿠팡,,2026-04-17 04:07,0.0
,https://www.coupang.com/vp/products/8771136679?itemid=25513329531&vendoritemid=92505305899,hp,"오멘 맥스 16, R7 350/5070 Ti",,,,1.0,1.0,280.0,314.0,12.1,R7 350,5070 Ti,32.0,dual,1024.0,1.0,16.0,,1.0,7.0,0.0,,,,쿠팡,,2026-04-17 04:13,2.0
,https://www.coupang.com/vp/products/8826133206?itemid=25719248433&vendoritemid=92708022379,hp,"오멘 맥스 16, R9 375HX/5060",,,,1.0,1.0,230.0,281.0,22.2,R9 375HX,5060,32.0,dual,512.0,1.0,16.0,,2.0,7.0,0.0,,,,쿠팡,,2026-04-17 04:18,0.0
,https://www.coupang.com/vp/products/8763580498?itemid=25484221675&vendoritemid=92476480219,hp,"오멘 맥스 16, R9 375HX/5080",,,,1.0,1.0,450.0,403.27,-10.4,R9 375HX,5080,32.0,dual,1024.0,1.0,16.0,,1.0,7.0,0.0,,,,쿠팡,,2026-04-17 04:27,2.0
,https://www.coupang.com/vp/products/8966522013?itemid=26241074138&vendoritemid=93219739755,hp,"오멘 맥스 16, U7 255HX/5060 OLED",,,,1.0,1.0,250.0,356.9,42.8,U7 255HX,5060,32.0,dual,1024.0,1.0,16.0,,2.0,9.0,1.0,,,,쿠팡,,2026-04-17 04:34,0.0
,https://www.coupang.com/vp/products/8758944787?itemid=25467752802&vendoritemid=92460264359,hp,"오멘 맥스 16, U9 275HX/5070",,,,1.0,1.0,255.0,372.416,46.0,U9 275HX,5070,32.0,dual,1024.0,1.0,16.0,,2.0,7.0,1.0,,,,쿠팡,,2026-04-17 04:42,2.0
,https://www.coupang.com/vp/products/8771223830?itemid=25513732236&vendoritemid=92505701532,hp,"오멘 맥스 16, U9 275HX/5070 Ti",,,,1.0,1.0,320.0,359.9,12.5,U9 275HX,5070 Ti,32.0,dual,1024.0,1.0,16.0,,1.0,7.0,1.0,,,,쿠팡,,2026-04-17 04:48,0.0
,https://www.coupang.com/vp/products/9018633339?itemid=26440741094&vendoritemid=93416362417,lenovo,"LOQ 15Ahp10, R7 250/5060",,,,1.0,1.0,140.0,144.9,3.5,R7 250,5060,16.0,single,512.0,0.0,15.6,,2.0,3.0,0.0,,,,쿠팡,,2026-04-17 04:57,4.0
,https://www.coupang.com/vp/products/8960448289,lenovo,"리전 5 15Ahp10, R7 260/5060",,,,1.0,1.0,178.0,239.182,34.4,R7 260,5060,24.0,single,512.0,0.0,15.1,,6.0,8.0,0.0,,,,쿠팡,,2026-04-17 05:01,0.0
,https://www.coupang.com/vp/products/9018648022,lenovo,"리전 5 15AKP10, R7 350/5070",,,,1.0,1.0,225.0,330.0,46.7,R7 350,5070,32.0,dual,1024.0,0.0,15.1,,6.0,8.0,0.0,,,,쿠팡,,2026-04-17 05:06,0.0
,https://www.coupang.com/vp/products/8935925393?itemid=25890522454&vendoritemid=92876444744,lenovo,"리전 7 16IAX10, U9 275HX/5070",,,,1.0,1.0,330.0,419.98,27.3,U9 275HX,5070,32.0,dual,1024.0,0.0,16.0,,7.0,9.0,1.0,,,,쿠팡,,2026-04-17 05:11,0.0
,https://www.coupang.com/vp/products/8836980191?itemid=25752060438&vendoritemid=92740350838,lenovo,"리전 프로 5 16IAX10, U9 275HX/5070",,,,1.0,1.0,245.0,299.878,22.4,U9 275HX,5070,32.0,dual,1024.0,0.0,16.0,,3.0,8.0,1.0,243.0,80.0,,쿠팡,,2026-04-17 05:18,4.0
,https://www.coupang.com/vp/products/8873266044?itemid=25890522816&vendoritemid=92876445013,lenovo,"리전 프로 5 16IAX10, U9 275HX/5070 Ti",,,,1.0,1.0,310.0,334.9,8.0,U9 275HX,5070 Ti,32.0,dual,1024.0,0.0,16.0,,3.0,9.0,1.0,243.0,80.0,,쿠팡,,2026-04-17 05:26,4.0
,https://www.coupang.com/vp/products/8760962623?itemid=25474920787&vendoritemid=92467342021,lenovo,"리전 프로 7 16IAX10, U9 275HX/5070 Ti",,,,1.0,1.0,370.0,379.9,2.7,U9 275HX,5070 Ti,32.0,dual,1024.0,0.0,16.0,,2.0,9.0,1.0,257.0,80.0,,쿠팡,,2026-04-17 05:31,0.0
,https://www.coupang.com/vp/products/8686463967?itemid=25217316659&vendoritemid=92213738237,lenovo,"리전 프로 7 16IAX10, U9 275HX/5080",,,,1.0,1.0,430.0,494.751,15.1,U9 275HX,5080,32.0,dual,1024.0,0.0,16.0,,2.0,9.0,1.0,257.0,80.0,,쿠팡,,2026-04-17 05:39,4.0
,https://www.coupang.com/vp/products/9007205840?itemid=27375892821&vendoritemid=94341787823,lg,"그램프로 16, U5 225H/5050",,,,1.0,1.0,270.0,252.62,-6.4,U5 225H,5050,,,,,16.0,,13.0,6.0,0.0,136.0,90.0,,쿠팡,,2026-04-17 05:43,0.0
,https://www.coupang.com/vp/products/9254540096?itemid=27375892823&vendoritemid=94341787824,lg,"그램프로 17, U5 225H/5050",화이트,1.0,,1.0,1.0,280.0,264.075,-5.7,U5 225H,5050,,,,,,,13.0,6.0,0.0,148.0,90.0,,쿠팡,,2026-04-17 05:49,0.0
,https://www.coupang.com/vp/products/9395836180?itemid=27904531391&vendoritemid=94863309099,lg,"그램프로 17, U5 225H/5050",블랙,2.0,,1.0,1.0,280.0,365.0,30.4,U5 225H,5050,,,,,,,13.0,6.0,0.0,148.0,90.0,,쿠팡,,2026-04-17 05:53,0.0
,https://www.coupang.com/vp/products/8711669095?itemid=26764774488&vendoritemid=93735603813,msi,"레이더 A18, R9 9955HX/5080",,,,1.0,1.0,450.0,853.59,89.7,R9 9955HX,5080,16.0,dual,1024.0,0.0,18.0,,1.0,8.0,1.0,360.0,99.0,,쿠팡,,2026-04-17 05:58,0.0
,https://www.coupang.com/vp/products/8771764425?itemid=25515886631&vendoritemid=92507808343,msi,"벡터 16, U7 275HX/5070 Ti",,,,1.0,1.0,260.0,269.9,3.8,U7 275HX,5070 Ti,16.0,dual,1024.0,0.0,16.0,,1.0,8.0,1.0,270.0,90.0,,쿠팡,,2026-04-17 06:06,4.0
,https://www.coupang.com/vp/products/8715362832?itemid=25312533063&vendoritemid=92307623157,msi,"벡터 16, U7 275HX/5080",,,,1.0,1.0,330.0,329.9,-0.0,U7 275HX,5080,16.0,dual,1024.0,0.0,16.0,,1.0,8.0,1.0,270.0,90.0,,쿠팡,,2026-04-17 06:14,4.0
,https://www.coupang.com/vp/products/8825969244?itemid=25789822919&vendoritemid=92777600085,msi,"소드 GF76 17.3, i7 14650HX/5060",,,,1.0,1.0,165.0,184.046,11.5,i7 14650HX,5060,16.0,dual,512.0,0.0,14.0,,1.0,8.0,1.0,270.0,75.0,,쿠팡,,2026-04-17 06:21,2.0
,,,,,,,,,,,,,,,,,,,,,,,,,,쿠팡,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,쿠팡,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,쿠팡,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,쿠팡,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,쿠팡,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,쿠팡,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,쿠팡,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,쿠팡,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,쿠팡,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,쿠팡,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,쿠팡,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,쿠팡,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,쿠팡,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,쿠팡,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,쿠팡,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,쿠팡,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,쿠팡,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,쿠팡,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,쿠팡,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,쿠팡,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,쿠팡,,,
